"","dates","titles","push","id","topic","theme","score","score2"
"187",2017-09-02,"[新聞] 柯P稱一例一休無法成大人物 勞動部說話了",2,"M.1504351066.A.8FE","勞基法修法","政治",0.5,0.5
"188",2017-09-02,"Re: [新聞] 柯P稱一例一休無法成大人物 勞動部說話了",-3,"M.1504351667.A.DC9","勞基法修法","政治",0.1,0.1
"189",2017-09-02,"[問卦] 南韓老闆違反勞基法要被逮捕的八卦",6,"M.1504351845.A.E67","勞基法修法","政治",0.5,0.5
"190",2017-09-02,"Re: [新聞] 柯P酸一例一休成不了大人物 勞動部這樣回",1,"M.1504366678.A.69A","勞基法修法","政治",0.5,0.5
"191",2017-09-03,"Re: [新聞] 柯P酸一例一休成不了大人物 勞動部這樣回",-5,"M.1504378067.A.4A6","勞基法修法","政治",0.1,0.1
"192",2017-09-03,"[問卦] 如果認真執行勞基法每一條？",-1,"M.1504419747.A.840","勞基法修法","政治",0.1,0.1
"193",2017-09-03,"[新聞] 一例一休爆民怨 民進黨立委擬修法",-8,"M.1504421285.A.346","勞基法修法","政治",0.1,0.1
"194",2017-09-04,"[問卦] 現在去考勞動部還來得及嗎",5,"M.1504504152.A.EDA","勞基法修法","政治",0.5,0.5
"195",2017-09-04,"[新聞] 各部會「挫咧等」 勞動部長留任機會高",0,"M.1504516908.A.F7B","勞基法修法","政治",0.1,0.1
"196",2017-09-04,"[新聞] 中央改組各部會「挫咧等」 勞動部長留任",22,"M.1504518591.A.567","勞基法修法","政治",0.5,0.5
"197",2017-09-04,"Re: [新聞] 中央改組各部會「挫咧等」 勞動部長留任",0,"M.1504519277.A.FB6","勞基法修法","政治",0.1,0.1
"198",2017-09-04,"Re: [新聞] 中央改組各部會「挫咧等」 勞動部長留任",6,"M.1504519296.A.17D","勞基法修法","政治",0.5,0.5
"199",2017-09-05,"[問卦] 公司完全按照勞基法會怎樣？",6,"M.1504548273.A.455","勞基法修法","政治",0.5,0.5
"200",2017-09-05,"Re: [問卦] 公司完全按照勞基法會怎樣？",5,"M.1504549450.A.813","勞基法修法","政治",0.5,0.5
"201",2017-09-05,"[問卦] 一例一休再修法，那七天假回的來嗎?",18,"M.1504596636.A.683","勞基法修法","政治",0.5,0.5
"202",2017-09-05,"Re: [問卦] 一例一休再修法，那七天假回的來嗎?",1,"M.1504603544.A.0D3","勞基法修法","政治",0.5,0.5
"203",2017-09-05,"Re: [問卦] 一例一休再修法，那七天假回的來嗎?",1,"M.1504605546.A.4EC","勞基法修法","政治",0.5,0.5
"204",2017-09-06,"[新聞] 預告一例一休修法？ 賴清德早派幕僚訪勞",30,"M.1504679439.A.E80","勞基法修法","政治",0.5,0.5
"205",2017-09-06,"Re: [新聞] 預告一例一休修法？ 賴清德早派幕僚訪勞",5,"M.1504680423.A.14A","勞基法修法","政治",0.5,0.5
"206",2017-09-06,"Re: [新聞] 預告一例一休修法？ 賴清德早派幕僚訪勞",-1,"M.1504681204.A.2B5","勞基法修法","政治",0.1,0.1
"207",2017-09-06,"Re: [新聞] 預告一例一休修法？ 賴清德早派幕僚訪勞",0,"M.1504682749.A.C93","勞基法修法","政治",0.1,0.1
"208",2017-09-06,"Re: [新聞] 預告一例一休修法？ 賴清德早派幕僚訪勞",0,"M.1504699552.A.0F1","勞基法修法","政治",0.1,0.1
"209",2017-09-07,"Re: [新聞] 預告一例一休修法？ 賴清德早派幕僚訪勞",0,"M.1504725447.A.B8C","勞基法修法","政治",0.1,0.1
"210",2017-09-07,"Re: [新聞] 預告一例一休修法？ 賴清德早派幕僚訪勞",2,"M.1504726485.A.11B","勞基法修法","政治",0.5,0.5
"211",2017-09-07,"Re: [新聞] 預告一例一休修法？ 賴清德早派幕僚訪勞",4,"M.1504735204.A.CCC","勞基法修法","政治",0.5,0.5
"212",2017-09-07,"Re: [新聞] 預告一例一休修法？ 賴清德早派幕僚訪勞",0,"M.1504738096.A.7C1","勞基法修法","政治",0.1,0.1
"213",2017-09-07,"[新聞] 一例一休有解？施俊吉：重新解釋或修法微",-22,"M.1504739853.A.E75","勞基法修法","政治",0.1,0.1
"214",2017-09-07,"Re: [新聞] 一例一休有解？施俊吉：重新解釋或修法微",1,"M.1504740816.A.0DE","勞基法修法","政治",0.5,0.5
"215",2017-09-07,"Re: [新聞] 預告一例一休修法？ 賴清德早派幕僚訪勞",6,"M.1504741803.A.8E7","勞基法修法","政治",0.5,0.5
"216",2017-09-07,"Re: [新聞] 一例一休有解？施俊吉：重新解釋或修法微",6,"M.1504752690.A.4D1","勞基法修法","政治",0.5,0.5
"217",2017-09-07,"[新聞] 勞動部長留任　林美珠：年紀大還要繼續做",-22,"M.1504760332.A.CE3","勞基法修法","政治",0.1,0.1
"218",2017-09-07,"[問卦] 為什麼學校不宣導勞基法的基本觀念?",0,"M.1504766414.A.976","勞基法修法","政治",0.1,0.1
"219",2017-09-07,"[新聞] 請辭勞動部次長？ 廖蕙芳：已接受慰留",-3,"M.1504768861.A.BE8","勞基法修法","政治",0.1,0.1
"220",2017-09-07,"[新聞] 勞動部長留任 林美珠：年紀大了很辛苦",-67,"M.1504769223.A.C1B","勞基法修法","政治",0.1,0.1
"221",2017-09-07,"[新聞] 修正一例一休?勞動部：蒐集意見中",-7,"M.1504784166.A.560","勞基法修法","政治",0.1,0.1
"222",2017-09-07,"[新聞] 賴清德慰留 勞動部長林美珠：會留任",-51,"M.1504785377.A.AE2","勞基法修法","政治",0.1,0.1
"223",2017-09-07,"[新聞] 勞動部長林美珠留任 「年紀這麼大還要繼",-63,"M.1504785882.A.746","勞基法修法","政治",0.1,0.1
"224",2017-09-07,"[新聞] 企業老闆說勞動部高官說可以不管勞基法",2,"M.1504796504.A.2CB","勞基法修法","政治",0.5,0.5
"225",2017-09-08,"[新聞] 賴《一例一休》修法　社運勞團「準備對幹",54,"M.1504824991.A.820","勞基法修法","政治",1,1
"226",2017-09-08,"Re: [新聞] 賴《一例一休》修法　社運勞團「準備對幹",12,"M.1504826283.A.F83","勞基法修法","政治",0.5,0.5
"227",2017-09-08,"Re: [新聞] 賴《一例一休》修法　社運勞團「準備對幹",19,"M.1504826666.A.31F","勞基法修法","政治",0.5,0.5
"228",2017-09-08,"Re: [新聞] 賴《一例一休》修法　社運勞團「準備對幹",4,"M.1504827375.A.D4A","勞基法修法","政治",0.5,0.5
"229",2017-09-08,"Re: [新聞] 賴《一例一休》修法　社運勞團「準備對幹",16,"M.1504828203.A.1EA","勞基法修法","政治",0.5,0.5
"230",2017-09-08,"Re: [新聞] 賴《一例一休》修法　社運勞團「準備對幹",5,"M.1504828919.A.C28","勞基法修法","政治",0.5,0.5
"231",2017-09-08,"[新聞] 一例一休要修法？蘇煥智：賴清德說過吞回",0,"M.1504829046.A.D45","勞基法修法","政治",0.1,0.1
"232",2017-09-08,"Re: [新聞] 賴《一例一休》修法　社運勞團「準備對幹",9,"M.1504831193.A.CDB","勞基法修法","政治",0.5,0.5
"233",2017-09-08,"Re: [新聞] 賴《一例一休》修法　社運勞團「準備對幹",-1,"M.1504832918.A.D20","勞基法修法","政治",0.1,0.1
"234",2017-09-08,"Re: [新聞] 賴《一例一休》修法　社運勞團「準備對幹",0,"M.1504833014.A.775","勞基法修法","政治",0.1,0.1
"235",2017-09-08,"Re: [新聞] 賴《一例一休》修法　社運勞團「準備對幹",0,"M.1504833572.A.09B","勞基法修法","政治",0.1,0.1
"236",2017-09-08,"Re: [新聞] 賴《一例一休》修法　社運勞團「準備對幹",7,"M.1504834595.A.B7C","勞基法修法","政治",0.5,0.5
"237",2017-09-08,"Re: [新聞] 賴《一例一休》修法　社運勞團「準備對幹",8,"M.1504834893.A.AA6","勞基法修法","政治",0.5,0.5
"238",2017-09-08,"Re: [新聞] 一例一休有解？施俊吉：重新解釋或修法微",4,"M.1504837072.A.5D3","勞基法修法","政治",0.5,0.5
"239",2017-09-08,"[問卦] 勞動部引進印尼外勞是不是等於將火星異種引入地球",0,"M.1504842411.A.A21","勞基法修法","政治",0.1,0.1
"240",2017-09-08,"[新聞] 鬆綁七休一函釋？ 辛炳隆：可能性極高",-7,"M.1504858004.A.36D","勞基法修法","政治",0.1,0.1
"241",2017-09-08,"Re: [新聞] 鬆綁七休一函釋？ 辛炳隆：可能性極高",-1,"M.1504860038.A.359","勞基法修法","政治",0.1,0.1
"242",2017-09-09,"[新聞] 一例一休往4大方向修法！延長工時 可能",-18,"M.1504923217.A.454","勞基法修法","政治",0.1,0.1
"243",2017-09-09,"[新聞] 工商團體：勞基法最好打打掉重練 ",-3,"M.1504925845.A.41A","勞基法修法","政治",0.1,0.1
"244",2017-09-09,"[新聞] 一例一休勞資都罵 綠委：代表新政府沒偏",0,"M.1504926595.A.579","勞基法修法","政治",0.1,0.1
"245",2017-09-09,"Re: [新聞] 一例一休勞資都罵 綠委：代表新政府沒偏",-2,"M.1504927382.A.8CF","勞基法修法","政治",0.1,0.1
"246",2017-09-10,"[新聞] 呼籲處理一例一休挨批「挺資方」柯:勞資",-2,"M.1504975215.A.C6F","勞基法修法","政治",0.1,0.1
"247",2017-09-10,"Re: [新聞] 呼籲處理一例一休挨批「挺資方」柯:勞資",1,"M.1504976884.A.AD2","勞基法修法","政治",0.5,0.5
"248",2017-09-10,"[新聞] 一例一休爭議》工商團體：勞基法最好打",-11,"M.1504983451.A.A45","勞基法修法","政治",0.1,0.1
"249",2017-09-11,"[新聞] 一例一休修法給企業彈性 賴：符合總統",-28,"M.1505111606.A.4CE","勞基法修法","政治",0.1,0.1
"250",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總統",16,"M.1505112846.A.6EC","勞基法修法","政治",0.5,0.5
"251",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總統",0,"M.1505117483.A.C8C","勞基法修法","政治",0.1,0.1
"252",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",25,"M.1505118759.A.D2E","勞基法修法","政治",0.5,0.5
"253",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",-6,"M.1505119432.A.E4F","勞基法修法","政治",0.1,0.1
"254",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",1,"M.1505119812.A.46B","勞基法修法","政治",0.5,0.5
"255",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",-1,"M.1505121035.A.677","勞基法修法","政治",0.1,0.1
"256",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",0,"M.1505121076.A.C1B","勞基法修法","政治",0.1,0.1
"257",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",7,"M.1505123406.A.FF5","勞基法修法","政治",0.5,0.5
"258",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",2,"M.1505129212.A.EF6","勞基法修法","政治",0.5,0.5
"259",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",1,"M.1505129246.A.D6B","勞基法修法","政治",0.5,0.5
"260",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",-2,"M.1505132051.A.BEC","勞基法修法","政治",0.1,0.1
"261",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",-12,"M.1505135859.A.08E","勞基法修法","政治",0.1,0.1
"262",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",8,"M.1505137877.A.AE7","勞基法修法","政治",0.5,0.5
"263",2017-09-11,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",2,"M.1505139579.A.69C","勞基法修法","政治",0.5,0.5
"264",2017-09-12,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",-2,"M.1505181647.A.6F7","勞基法修法","政治",0.1,0.1
"265",2017-09-12,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",17,"M.1505184528.A.043","勞基法修法","政治",0.5,0.5
"266",2017-09-12,"[新聞] 勞基法將修? 勞團促賴揆勿枉顧勞工權益",5,"M.1505200518.A.01F","勞基法修法","政治",0.5,0.5
"267",2017-09-12,"Re: [新聞] 一例一休修法給企業彈性 賴：符合總",-4,"M.1505207720.A.47A","勞基法修法","政治",0.1,0.1
"268",2017-09-13,"[新聞] 8成綠委贊同  一例一休修法箭在弦上",-45,"M.1505268632.A.8ED","勞基法修法","政治",0.1,0.1
"269",2017-09-13,"Re: [新聞] 8成綠委贊同  一例一休修法箭在弦上",0,"M.1505269103.A.DFB","勞基法修法","政治",0.1,0.1
"270",2017-09-13,"Re: [新聞] 8成綠委贊同  一例一休修法箭在弦上",160,"M.1505269635.A.FD5","勞基法修法","政治",2,1.5
"271",2017-09-13,"Re: [新聞] 8成綠委贊同  一例一休修法箭在弦上",-2,"M.1505272454.A.44A","勞基法修法","政治",0.1,0.1
"272",2017-09-13,"Re: [新聞] 8成綠委贊同  一例一休修法箭在弦上",19,"M.1505272604.A.6A1","勞基法修法","政治",0.5,0.5
"273",2017-09-13,"Re: [新聞] 8成綠委贊同  一例一休修法箭在弦上",7,"M.1505278194.A.C71","勞基法修法","政治",0.5,0.5
"274",2017-09-13,"Re: [新聞] 8成綠委贊同  一例一休修法箭在弦上",8,"M.1505279783.A.113","勞基法修法","政治",0.5,0.5
"275",2017-09-14,"[新聞] 一例一休 工商團體提修法版本",-11,"M.1505349341.A.587","勞基法修法","政治",0.1,0.1
"276",2017-09-14,"[新聞] 張國煒：不要太計較薪水，勞基法真能cove",-30,"M.1505400740.A.9DA","勞基法修法","政治",0.1,0.1
"277",2017-09-14,"Re: [新聞] 張國煒：不要太計較薪水，勞基法真能cove",6,"M.1505401398.A.AB3","勞基法修法","政治",0.5,0.5
"278",2017-09-15,"Re: [新聞] 張國煒：不要太計較薪水，勞基法真能cove",1,"M.1505409532.A.7C0","勞基法修法","政治",0.5,0.5
"279",2017-09-15,"[新聞] 一例一休啟動修法 資方版6大修法重點出爐",-18,"M.1505457983.A.717","勞基法修法","政治",0.1,0.1
"280",2017-09-15,"[新聞] 一例一休修法 資方版本鬆綁7休1 可連上12",-13,"M.1505464058.A.5B5","勞基法修法","政治",0.1,0.1
"281",2017-09-15,"[問卦] 認真問！一例一休修法之後還會當689嗎？",2,"M.1505486931.A.5D1","勞基法修法","政治",0.5,0.5
"282",2017-09-16,"[新聞] 一例一休修法 資方版本鬆綁7休1 可連上12",-5,"M.1505497437.A.830","勞基法修法","政治",0.1,0.1
"283",2017-09-16,"Re: [新聞] 一例一休修法 資方版本鬆綁7休1 可連上12",-1,"M.1505503928.A.14F","勞基法修法","政治",0.1,0.1
"284",2017-09-16,"[新聞] 一例一休醞釀修法 資方版下周送立院",-8,"M.1505535185.A.04D","勞基法修法","政治",0.1,0.1
"285",2017-09-16,"Re: [新聞] 一例一休醞釀修法 資方版下周送立院",0,"M.1505540713.A.830","勞基法修法","政治",0.1,0.1
"286",2017-09-16,"[問卦] 中國勞基法比較好的八卦？",23,"M.1505549960.A.12E","勞基法修法","政治",0.5,0.5
"287",2017-09-16,"Re: [問卦] 中國勞基法比較好的八卦？",4,"M.1505550793.A.0DD","勞基法修法","政治",0.5,0.5
"288",2017-09-16,"[新聞] 地方盼勞檢後延 勞動部要討論",-2,"M.1505574200.A.856","勞基法修法","政治",0.1,0.1
"289",2017-09-18,"[新聞] 一例一休政院提修法版本? 最快今午明朗",16,"M.1505717376.A.9AB","勞基法修法","政治",0.5,0.5
"290",2017-09-18,"[新聞] 受一例一休影響醞釀修法　65%企業支持調",-9,"M.1505719288.A.D49","勞基法修法","政治",0.1,0.1
"291",2017-09-18,"[新聞] 一例一休將修法　柯建銘：希望最快年底余",-33,"M.1505739011.A.DF6","勞基法修法","政治",0.1,0.1
"292",2017-09-18,"[新聞] 勞基法修法 勞動部：持續蒐集意見",-1,"M.1505747374.A.786","勞基法修法","政治",0.1,0.1
"293",2017-09-19,"[問卦] 勞基法限制一個月加班時數的意義？",8,"M.1505753669.A.663","勞基法修法","政治",0.5,0.5
"294",2017-09-19,"[新聞] 賴揆敲定 一例一休優先修法",-16,"M.1505776604.A.14C","勞基法修法","政治",0.1,0.1
"295",2017-09-19,"Re: [新聞] 賴揆敲定 一例一休優先修法",3,"M.1505777463.A.D7B","勞基法修法","政治",0.5,0.5
"296",2017-09-19,"Re: [新聞] 賴揆敲定 一例一休優先修法",2,"M.1505777649.A.162","勞基法修法","政治",0.5,0.5
"297",2017-09-19,"Re: [新聞] 賴揆敲定 一例一休優先修法",-4,"M.1505778026.A.E4C","勞基法修法","政治",0.1,0.1
"298",2017-09-19,"Re: [新聞] 賴揆敲定 一例一休優先修法",22,"M.1505778873.A.2F1","勞基法修法","政治",0.5,0.5
"299",2017-09-19,"[新聞] 【一例一休】年底前完成修法　賴清德向她",10,"M.1505786741.A.F79","勞基法修法","政治",0.5,0.5
"300",2017-09-19,"Re: [新聞] 【一例一休】年底前完成修法　賴清德向她",10,"M.1505787538.A.A86","勞基法修法","政治",0.5,0.5
"301",2017-09-19,"[新聞] 柯建銘：一例一休修法 力拚年底前三讀",-22,"M.1505789425.A.C36","勞基法修法","政治",0.1,0.1
"302",2017-09-19,"Re: [新聞] 柯建銘：一例一休修法 力拚年底前三讀",28,"M.1505789962.A.EAA","勞基法修法","政治",0.5,0.5
"303",2017-09-19,"Re: [新聞] 柯建銘：一例一休修法 力拚年底前三讀",4,"M.1505790590.A.C3D","勞基法修法","政治",0.5,0.5
"304",2017-09-19,"Re: [新聞] 柯建銘：一例一休修法 力拚年底前三讀",-8,"M.1505790785.A.A9F","勞基法修法","政治",0.1,0.1
"305",2017-09-19,"Re: [新聞] 柯建銘：一例一休修法 力拚年底前三讀",-1,"M.1505791097.A.1F4","勞基法修法","政治",0.1,0.1
"306",2017-09-19,"Re: [新聞] 柯建銘：一例一休修法 力拚年底前三讀",-1,"M.1505791882.A.27B","勞基法修法","政治",0.1,0.1
"307",2017-09-19,"Re: [新聞] 柯建銘：一例一休修法 力拚年底前三讀",-8,"M.1505791930.A.62E","勞基法修法","政治",0.1,0.1
"308",2017-09-19,"Re: [新聞] 柯建銘：一例一休修法 力拚年底前三讀",2,"M.1505791990.A.D40","勞基法修法","政治",0.5,0.5
"309",2017-09-19,"Re: [新聞] 柯建銘：一例一休修法 力拚年底前三",2,"M.1505793015.A.016","勞基法修法","政治",0.5,0.5
"310",2017-09-20,"[問卦] 為什麼外勞適用勞基法膳宿費只要2500?",5,"M.1505881385.A.70C","勞基法修法","政治",0.5,0.5
"311",2017-09-20,"Re: [新聞] 一例一休再修法 勞團：先還7天假",-2,"M.1505886796.A.22D","勞基法修法","政治",0.1,0.1
"312",2017-09-20,"Re: [新聞] 一例一休再修法 勞團：先還7天假",4,"M.1505888688.A.B41","勞基法修法","政治",0.5,0.5
"313",2017-09-20,"Re: [新聞] 一例一休再修法 勞團：先還7天假",16,"M.1505892433.A.CE6","勞基法修法","政治",0.5,0.5
"314",2017-09-21,"Re: [新聞] 一例一休再修法 勞團：先還7天假",7,"M.1505962071.A.125","勞基法修法","政治",0.5,0.5
"315",2017-09-21,"[新聞] 國民黨不擋一例一休修法　吳敦義：對的事",-11,"M.1505982302.A.431","勞基法修法","政治",0.1,0.1
"316",2017-09-21,"[新聞] 諾貝爾獎得主看台灣：一例一休讓勞資雙輸",28,"M.1506007977.A.4C9","勞基法修法","政治",0.5,0.5
"317",2017-09-22,"Re: [新聞] 諾貝爾獎得主看台灣：一例一休讓勞資雙輸",2,"M.1506013566.A.04D","勞基法修法","政治",0.5,0.5
"318",2017-09-22,"Re: [新聞] 諾貝爾獎得主看台灣：一例一休讓勞資雙輸",0,"M.1506040450.A.E1B","勞基法修法","政治",0.1,0.1
"319",2017-09-22,"[新聞]一例一休修法爭議　民進黨團將成立研修小",-11,"M.1506051346.A.3B4","勞基法修法","政治",0.1,0.1
